tunefamily,songid,motifid,begintime,endtime,duration,startindex,endindex,numberofnotes,motifclass,description,annotator,changes
Er_was_een_koopman_rijk_en_machtig,NLB072967_01,NLB072967_01_05,16,20,4,12,15,4,"4:ded","melodic","ann2","length"
Er_was_een_koopman_rijk_en_machtig,NLB072967_01,NLB072967_01_06,20,24,4,16,17,2,"5:dc","rhytmic","ann2","length"
Er_was_een_koopman_rijk_en_machtig,NLB072967_01,NLB072967_01_07,32,79/2,15/2,23,28,6,"7:g-g'fis","8jump+melodic","ann2","length"
Er_was_een_koopman_rijk_en_machtig,NLB072967_01,NLB072967_01_08,44,48,4,34,35,2,"8:edd","melodic","ann2","length"
Er_was_een_koopman_rijk_en_machtig,NLB072967_01,NLB072967_01_09,56,64,8,42,46,5,"9:cdeed","rhytmic+melodic","ann2","length"
O_God_ik_leef_in_nood,NLB072968_01,NLB072968_01_00,0,3/2,3/2,0,1,2,"1:dg ","jump (fourth)","ann2","length"
O_God_ik_leef_in_nood,NLB072968_01,NLB072968_01_01,36,75/2,3/2,45,46,2,"1:dg ","jump (fourth)","ann2","length"
O_God_ik_leef_in_nood,NLB072968_01,NLB072968_01_02,18,24,6,18,23,6,"2:dfisfisfis4","melodic+rhytmic","ann2","length"
O_God_ik_leef_in_nood,NLB072968_01,NLB072968_01_03,54,60,6,65,70,6,"2:dfisfisfis4","melodic+rhytmic","ann2","pr"
O_God_ik_leef_in_nood,NLB072968_01,NLB072968_01_04,26,55/2,3/2,28,29,2,"3:gfise","melodic","ann2","length"
Er_was_een_koopman_rijk_en_machtig,NLB073031_01,NLB073031_01_00,2,15/4,7/4,3,4,2,"1:ca","melodic","ann2","length"
Er_was_een_koopman_rijk_en_machtig,NLB073031_01,NLB073031_01_01,35,36,1,51,52,2,"11:gg","rhytmic","ann2","length"
Er_was_een_koopman_rijk_en_machtig,NLB073031_01,NLB073031_01_02,36,40,4,53,57,5,"12:abcag2","rhytmic+melodic","ann2","length"
Er_was_een_koopman_rijk_en_machtig,NLB073031_01,NLB073031_01_03,4,6,2,6,9,4,"2:gbdd","rhytmic+melodic(triat)","ann2","length"
Er_was_een_koopman_rijk_en_machtig,NLB073031_01,NLB073031_01_04,8,10,2,12,14,3,"4:ded","melodic","ann2","length"
Er_was_een_koopman_rijk_en_machtig,NLB073031_01,NLB073031_01_05,11,12,1,17,18,2,"5:dc","rhytmic","ann2","length"
Er_was_een_koopman_rijk_en_machtig,NLB073031_01,NLB073031_01_06,13,16,3,21,23,3,"6:bcd","melodic","ann2","length"
Er_was_een_koopman_rijk_en_machtig,NLB073031_01,NLB073031_01_07,16,20,4,24,28,5,"7:g-g'fis","8jump+melodic","ann2","length"
Er_was_een_koopman_rijk_en_machtig,NLB073031_01,NLB073031_01_08,22,24,2,33,35,3,"8:edd","melodic","ann2","length"
Er_was_een_koopman_rijk_en_machtig,NLB073031_01,NLB073031_01_09,28,32,4,42,46,5,"9:cdeed","rhytmic+melodic","ann2","length"
Daar_ging_een_heer_1,NLB073046_01,NLB073046_01_00,0,12,12,0,7,8,"1:8884.8884.","rhytmic","ann2","length"
Daar_ging_een_heer_1,NLB073046_01,NLB073046_01_01,12,23,11,8,16,9,"1:8884.8884.","rhytmic","ann1","cons"
Daar_ging_een_heer_1,NLB073046_01,NLB073046_01_02,32,35,3,28,29,2,"3:bag","rhytmic+melodic","ann2","length"
Daar_ging_een_heer_1,NLB073046_01,NLB073046_01_03,38,41,3,35,37,3,"4:ag","rhymic+melodic","ann2","length"
Daar_ging_een_heer_1,NLB073046_01,NLB073046_01_04,44,47,3,41,42,2,"5:gd","rhytmic+melodic","ann2","length"
Er_reed_er_eens_een_ruiter_1,NLB073076_01,NLB073076_01_00,2,4,2,2,5,4,"1:b,a,g,fis","melodic descending","ann1",""
Er_reed_er_eens_een_ruiter_1,NLB073076_01,NLB073076_01_01,9,12,3,11,12,2,"2:a,d","descending fifth","ann1","length"
Er_reed_er_eens_een_ruiter_1,NLB073076_01,NLB073076_01_02,12,27/2,3/2,13,14,2,"3:ddg","ascending fourth","ann1","length"
Er_reed_er_eens_een_ruiter_1,NLB073076_01,NLB073076_01_03,14,16,2,16,19,4,"4:bbbb","rhythmic repetition of notes","ann1",""
Er_reed_er_eens_een_ruiter_1,NLB073076_01,NLB073076_01_04,19,22,3,23,25,3,"5:bdb","ascending + descending interval","ann1",""
Er_reed_er_eens_een_ruiter_1,NLB073076_01,NLB073076_01_05,22,27,5,26,31,6,"6:accbag","melodic figure","ann1","length"
Een_Soudaan_had_een_dochtertje_1,NLB073120_01,NLB073120_01_00,12,31/2,7/2,8,11,4,"2:defg","melodic","ann2","length"
Een_Soudaan_had_een_dochtertje_1,NLB073120_01,NLB073120_01_01,17,20,3,15,16,2,"3:fed","melodic","ann2","length"
Een_Soudaan_had_een_dochtertje_1,NLB073120_01,NLB073120_01_02,20,22,2,17,18,2,"4:dg","jump","ann2","length"
Een_Soudaan_had_een_dochtertje_1,NLB073120_01,NLB073120_01_03,24,26,2,22,23,2,"5:be","jump","ann2","length"
Een_Soudaan_had_een_dochtertje_1,NLB073120_01,NLB073120_01_04,31,69/2,7/2,28,32,5,"6:dbgd","melodic","ann2","length"
Er_was_een_koopman_rijk_en_machtig,NLB073146_01,NLB073146_01_00,2,4,2,3,5,3,"1:ca","melodic","ann2","length"
Er_was_een_koopman_rijk_en_machtig,NLB073146_01,NLB073146_01_01,24,27,3,37,40,4,"10:decb","melodic","ann2","add"
Er_was_een_koopman_rijk_en_machtig,NLB073146_01,NLB073146_01_02,27,28,1,41,42,2,"11:gg","rhytmic","ann2","length"
Er_was_een_koopman_rijk_en_machtig,NLB073146_01,NLB073146_01_03,28,32,4,43,47,5,"12:abcag2","rhytmic+melodic","ann2","add"
Er_was_een_koopman_rijk_en_machtig,NLB073146_01,NLB073146_01_04,8,10,2,13,15,3,"4:ded","melodic","ann2","length"
Er_was_een_koopman_rijk_en_machtig,NLB073146_01,NLB073146_01_05,11,12,1,17,18,2,"5:dc","rhytmic","ann2","length"
Er_was_een_koopman_rijk_en_machtig,NLB073146_01,NLB073146_01_06,13,15,2,21,23,3,"6:bcd","melodic","ann2","length"
Er_was_een_koopman_rijk_en_machtig,NLB073146_01,NLB073146_01_07,16,20,4,24,30,7,"7:g-g'fis","8jump+melodic","ann2","add"
Daar_zou_er_een_maagdje_vroeg_opstaan_2,NLB073150_01,NLB073150_01_00,5,8,3,7,10,4,"1:bag","melodic","ann1",""
Daar_zou_er_een_maagdje_vroeg_opstaan_2,NLB073150_01,NLB073150_01_01,18,41/2,5/2,25,26,2,"2:dg","interval up","ann1","length"
Daar_zou_er_een_maagdje_vroeg_opstaan_2,NLB073150_01,NLB073150_01_02,31,34,3,42,44,3,"1:bag","melodic","ann1",""
Vaarwel_bruidje_schoon,NLB073210_01,NLB073210_01_00,1,13/2,11/2,1,4,4,"1:defisg","melodic line","ann1",""
Vaarwel_bruidje_schoon,NLB073210_01,NLB073210_01_01,16,21,5,13,16,4,"1:defisg","melodic line","ann1","pr"
Vaarwel_bruidje_schoon,NLB073210_01,NLB073210_01_02,10,15,5,9,10,2,"2:ba","descending interval","ann1","length"
Vaarwel_bruidje_schoon,NLB073210_01,NLB073210_01_03,30,73/2,13/2,24,29,6,"3:deedee","rhythmic, repeating note","ann1","length"
Zolang_de_boom_zal_bloeien_1,NLB073225_01,NLB073225_01_00,24,30,6,14,18,5,"1:dbdg","melodic","ann3","length"
Zolang_de_boom_zal_bloeien_1,NLB073225_01,NLB073225_01_01,0,6,6,0,4,5,"1:dbdg","melodic","ann3","length"
Zolang_de_boom_zal_bloeien_1,NLB073225_01,NLB073225_01_02,7,12,5,6,7,2,"2:fise","jump","ann3",""
Zolang_de_boom_zal_bloeien_1,NLB073225_01,NLB073225_01_03,15,24,9,10,13,4,"3:gfised","melodic","ann3",""
Zolang_de_boom_zal_bloeien_1,NLB073225_01,NLB073225_01_04,31,36,5,20,22,3,"4:bage","melodic","ann3",""
Zolang_de_boom_zal_bloeien_1,NLB073225_01,NLB073225_01_05,36,48,12,23,29,7,"5:edefisg","melodic","ann3","length"
Zolang_de_boom_zal_bloeien_1,NLB073225_02,NLB073225_02_00,24,29,5,14,18,5,"1:dbdg","melodic","ann3","add"
Zolang_de_boom_zal_bloeien_1,NLB073225_02,NLB073225_02_01,0,6,6,0,4,5,"1:dbdg","melodic","ann3","add"
Zolang_de_boom_zal_bloeien_1,NLB073225_02,NLB073225_02_02,7,12,5,6,7,2,"2:fise","jump","ann3","add"
Zolang_de_boom_zal_bloeien_1,NLB073225_02,NLB073225_02_03,15,24,9,10,13,4,"3:gfised","melodic","ann3","add"
Zolang_de_boom_zal_bloeien_1,NLB073225_02,NLB073225_02_04,30,35,5,20,23,4,"4:bage","melodic","ann3","add"
Zolang_de_boom_zal_bloeien_1,NLB073225_02,NLB073225_02_05,36,48,12,25,31,7,"5:edefisg","melodic","ann3","add"
Een_Soudaan_had_een_dochtertje_1,NLB073269_02,NLB073269_02_00,3,9,6,3,6,4,"1:gbed","melodic","ann2","length"
Een_Soudaan_had_een_dochtertje_1,NLB073269_02,NLB073269_02_01,9,14,5,7,10,4,"2:defg","melodic","ann2","length"
Een_Soudaan_had_een_dochtertje_1,NLB073269_02,NLB073269_02_02,14,20,6,11,13,3,"3:fed","melodic","ann2","length"
Een_Soudaan_had_een_dochtertje_1,NLB073269_02,NLB073269_02_03,20,23,3,14,15,2,"4:dg","jump","ann2","length"
Een_Soudaan_had_een_dochtertje_1,NLB073269_02,NLB073269_02_04,43,46,3,32,33,2,"4:dg","jump","ann2","length"
Een_Soudaan_had_een_dochtertje_1,NLB073269_02,NLB073269_02_05,23,25,2,16,17,2,"5:be","jump","ann2","length"
Een_Soudaan_had_een_dochtertje_1,NLB073269_02,NLB073269_02_06,46,48,2,34,35,2,"5:be","jump","ann2","length"
Een_Soudaan_had_een_dochtertje_1,NLB073269_02,NLB073269_02_07,32,37,5,25,28,4,"6:dbgd","melodic","ann2","length"
Een_Soudaan_had_een_dochtertje_1,NLB073269_02,NLB073269_02_08,55,60,5,43,46,4,"6:dbgd","melodic","ann2","length"
Zolang_de_boom_zal_bloeien_1,NLB073277_01,NLB073277_01_00,31/2,18,5/2,22,23,2,"2:fise","jump","ann3",""
Zolang_de_boom_zal_bloeien_1,NLB073277_01,NLB073277_01_01,55/2,30,5/2,38,39,2,"2:fise","jump","ann3",""
Zolang_de_boom_zal_bloeien_1,NLB073277_01,NLB073277_01_02,20,24,4,28,30,3,"3:gfised","melodic","ann3",""
Zolang_de_boom_zal_bloeien_1,NLB073277_01,NLB073277_01_03,8,12,4,12,14,3,"3:gfised","melodic","ann3",""
Wat_zag_ik_daar_van_verre_1,NLB073286_01,NLB073286_01_00,2,5,3,2,4,3,"1:ged","melodic","ann2","length"
Wat_zag_ik_daar_van_verre_1,NLB073286_01,NLB073286_01_01,14,17,3,12,14,3,"1:ged","melodic","ann2","length"
Wat_zag_ik_daar_van_verre_1,NLB073286_01,NLB073286_01_02,6,9,3,7,9,3,"2:afisd","melodic (triad or jump)","ann2","length"
Wat_zag_ik_daar_van_verre_1,NLB073286_01,NLB073286_01_03,16,20,4,14,17,4,"3:dcba","melodic","ann2","length"
Wat_zag_ik_daar_van_verre_1,NLB073286_01,NLB073286_01_04,40,44,4,36,39,4,"4:cdee","melodic","ann2","length"
Wat_zag_ik_daar_van_verre_1,NLB073286_01,NLB073286_01_05,22,26,4,20,23,4,"4:cdee","melodic","ann2","length"
Wat_zag_ik_daar_van_verre_1,NLB073286_01,NLB073286_01_06,44,47,3,40,42,3,"5:dbg","melodic (triad or jump)","ann2","length"
Wat_zag_ik_daar_van_verre_1,NLB073286_01,NLB073286_01_07,26,29,3,24,26,3,"5:dbg","melodic (triad or jump)","ann2","length"
Daar_was_laatstmaal_een_ruiter_2,NLB073287_01,NLB073287_01_00,0,2,2,0,1,2,"1:dg","interval up","ann1","length"
Daar_was_laatstmaal_een_ruiter_2,NLB073287_01,NLB073287_01_01,17,19,2,21,24,4,"3:bbbb","repeating notes","ann1",""
Daar_was_laatstmaal_een_ruiter_2,NLB073287_01,NLB073287_01_02,33,35,2,48,51,4,"3:bbbb","repeating notes","ann1","pr"
Daar_was_laatstmaal_een_ruiter_2,NLB073287_01,NLB073287_01_03,21,24,3,29,33,5,"4:ddcba","melodic","ann1","length"
Daar_was_laatstmaal_een_ruiter_2,NLB073287_01,NLB073287_01_04,37,40,3,56,60,5,"4:ddcba","melodic","ann1","pr"
Daar_was_laatstmaal_een_ruiter_2,NLB073287_02,NLB073287_02_00,1/2,2,3/2,1,2,2,"1:dg","interval up","ann1","length"
Daar_was_laatstmaal_een_ruiter_2,NLB073287_02,NLB073287_02_01,17,19,2,19,22,4,"3:bbbb","repeating notes","ann1",""
Daar_was_laatstmaal_een_ruiter_2,NLB073287_02,NLB073287_02_02,33,35,2,46,49,4,"3:bbbb","repeating notes","ann1","pr"
Daar_was_laatstmaal_een_ruiter_2,NLB073287_02,NLB073287_02_03,21,24,3,27,31,5,"4:ddcba","melodic","ann1","length"
Daar_was_laatstmaal_een_ruiter_2,NLB073287_02,NLB073287_02_04,37,40,3,54,58,5,"4:ddcba","melodic","ann1","pr"
En_er_waren_eens_twee_zoeteliefjes,NLB073296_01,NLB073296_01_00,8,10,2,8,9,2,"1:dg","jump","ann3",""
En_er_waren_eens_twee_zoeteliefjes,NLB073296_01,NLB073296_01_01,0,2,2,0,1,2,"1:dg","jump","ann3",""
En_er_waren_eens_twee_zoeteliefjes,NLB073296_01,NLB073296_01_02,19,24,5,21,27,7,"2:bbcdeee","melodic","ann3","length"
En_er_waren_eens_twee_zoeteliefjes,NLB073296_01,NLB073296_01_03,26,32,6,31,37,7,"3:edb","melodic, harmonic","ann3",""
Zolang_de_boom_zal_bloeien_1,NLB073298_01,NLB073298_01_00,7/2,5,3/2,5,6,2,"2:fise","jump","ann3",""
Zolang_de_boom_zal_bloeien_1,NLB073298_01,NLB073298_01_01,55/2,29,3/2,35,36,2,"2:fise","jump","ann3",""
Zolang_de_boom_zal_bloeien_1,NLB073298_01,NLB073298_01_02,31/2,17,3/2,20,21,2,"2:fise","jump","ann3",""
Wat_zag_ik_daar_van_verre_1,NLB073304_01,NLB073304_01_00,5,9,4,5,8,4,"2:afisd","melodic (triad or jump)","ann2","length"
Wat_zag_ik_daar_van_verre_1,NLB073304_01,NLB073304_01_01,13,17,4,13,16,4,"3:dcba","melodic","ann2","length"
Wat_zag_ik_daar_van_verre_1,NLB073304_01,NLB073304_01_02,37,41,4,40,43,4,"4:cdee","melodic","ann2","length"
Wat_zag_ik_daar_van_verre_1,NLB073304_01,NLB073304_01_03,19,23,4,20,23,4,"4:cdee","melodic","ann2","length"
Wat_zag_ik_daar_van_verre_1,NLB073304_01,NLB073304_01_04,23,26,3,24,28,5,"5:dbg","melodic (triad or jump)","ann2","length"
Wat_zag_ik_daar_van_verre_1,NLB073304_01,NLB073304_01_05,41,44,3,44,48,5,"5:dbg","melodic (triad or jump)","ann2","length"
Soldaat_kwam_uit_de_oorlog,NLB073311_01,NLB073311_01_00,7/2,9,11/2,5,10,6,"1","melodic","ann3","length"
Soldaat_kwam_uit_de_oorlog,NLB073311_01,NLB073311_01_01,85/2,48,11/2,56,61,6,"1","melodic","ann3","length"
Soldaat_kwam_uit_de_oorlog,NLB073311_01,NLB073311_01_02,25/2,18,11/2,16,21,6,"1","melodic","ann3","length"
Soldaat_kwam_uit_de_oorlog,NLB073311_01,NLB073311_01_03,55/2,33,11/2,36,41,6,"1","melodic","ann3","length"
Een_Soudaan_had_een_dochtertje_1,NLB073324_01,NLB073324_01_00,6,12,6,4,7,4,"1:gbed","melodic","ann2","length"
Een_Soudaan_had_een_dochtertje_1,NLB073324_01,NLB073324_01_01,12,17,5,8,11,4,"2:defg","melodic","ann2","length"
Een_Soudaan_had_een_dochtertje_1,NLB073324_01,NLB073324_01_02,17,23,6,12,14,3,"3:fed","melodic","ann2","length"
Een_Soudaan_had_een_dochtertje_1,NLB073324_01,NLB073324_01_03,23,26,3,15,17,3,"4:dg","jump","ann2","length"
Een_Soudaan_had_een_dochtertje_1,NLB073324_01,NLB073324_01_04,44,47,3,33,35,3,"4:dg","jump","ann2","length"
Een_Soudaan_had_een_dochtertje_1,NLB073324_01,NLB073324_01_05,26,55/2,3/2,18,19,2,"5:be","jump","ann2","length"
Een_Soudaan_had_een_dochtertje_1,NLB073324_01,NLB073324_01_06,47,97/2,3/2,36,37,2,"5:be","jump","ann2","length"
Een_Soudaan_had_een_dochtertje_1,NLB073324_01,NLB073324_01_07,54,59,5,44,47,4,"6:dbgd","melodic","ann2","length"
Een_Soudaan_had_een_dochtertje_1,NLB073324_01,NLB073324_01_08,33,38,5,26,29,4,"6:dbgd","melodic","ann2","length"
Heer_Halewijn_4,NLB073326_01,NLB073326_01_00,0,4,4,0,5,6,"1:ddabcd","rhytmic","ann2","length"
Heer_Halewijn_4,NLB073326_01,NLB073326_01_01,19,22,3,30,31,2,"2:ad","jump (5th)","ann2","length"
Heer_Halewijn_4,NLB073326_01,NLB073326_01_02,24,26,2,34,36,3,"3:bag","melodic","ann2",""
En_er_waren_eens_twee_zoeteliefjes,NLB073331_01,NLB073331_01_00,8,21/2,5/2,11,14,4,"1:dg","jump","ann3",""
En_er_waren_eens_twee_zoeteliefjes,NLB073331_01,NLB073331_01_01,0,5/2,5/2,0,3,4,"1:dg","jump","ann3",""
En_er_waren_eens_twee_zoeteliefjes,NLB073331_01,NLB073331_01_02,39/2,49/2,5,27,33,7,"2:bbcdeee","melodic","ann3","length"
En_er_waren_eens_twee_zoeteliefjes,NLB073331_01,NLB073331_01_03,57/2,63/2,3,41,43,3,"3:edb","melodic, harmonic","ann3",""
Er_reed_er_eens_een_ruiter_1,NLB073333_01,NLB073333_01_00,12,14,2,13,15,3,"3:ddg","ascending fourth","ann1","length"
Er_reed_er_eens_een_ruiter_1,NLB073333_01,NLB073333_01_01,14,16,2,16,19,4,"4:bbbb","rhythmic repetition of notes","ann1",""
Er_reed_er_eens_een_ruiter_1,NLB073333_01,NLB073333_01_02,19,22,3,24,26,3,"5:bdb","ascending + descending interval","ann1",""
Er_reed_er_eens_een_ruiter_1,NLB073333_01,NLB073333_01_03,22,27,5,27,30,4,"6:accbag","melodic figure","ann1",""
Daar_was_laatstmaal_een_ruiter_2,NLB073337_02,NLB073337_02_00,3/4,2,5/4,1,2,2,"1:dg","interval up","ann1","length"
Daar_was_laatstmaal_een_ruiter_2,NLB073337_02,NLB073337_02_01,13,15,2,16,17,2,"2:gd","interval down","ann1","length"
Daar_was_laatstmaal_een_ruiter_2,NLB073337_02,NLB073337_02_02,22,49/2,5/2,28,30,3,"4:ddcba","melodic","ann1","length"
Er_was_een_herderinnetje_1,NLB073339_01,NLB073339_01_00,55/2,30,5/2,36,37,2,"1:ad","descending interval, leap","ann1",""
Er_was_een_herderinnetje_1,NLB073339_01,NLB073339_01_01,62,66,4,78,80,3,"2:fised","melodic line and rhythmic figure","ann1","length"
Lieve_schipper_vaar_me_over_1,NLB073374_01,NLB073374_01_00,0,5/2,5/2,0,2,3,"1:gbd","ascending triad, also rhythmic","ann1","length"
Lieve_schipper_vaar_me_over_1,NLB073374_01,NLB073374_01_01,6,8,2,8,10,3,"1:gbd","ascending triad, also rhythmic","ann1","length"
Lieve_schipper_vaar_me_over_1,NLB073374_01,NLB073374_01_02,5/2,6,7/2,3,7,5,"2:edccb","descending melodic figure","ann1","length"
Lieve_schipper_vaar_me_over_1,NLB073374_01,NLB073374_01_03,19/2,12,5/2,14,15,2,"3:da","descending interval","ann1","length"
Lieve_schipper_vaar_me_over_1,NLB073374_01,NLB073374_01_04,12,18,6,16,24,9,"5:abcdefisgg","ascending line, melodic","ann1","length"
Lieve_schipper_vaar_me_over_1,NLB073374_01,NLB073374_01_05,24,30,6,33,41,9,"5:abcdefisgg","ascending line, melodic","ann1","pr"
Soldaat_kwam_uit_de_oorlog,NLB073393_01,NLB073393_01_00,7,18,11,6,10,5,"1","melodic","ann3","length"
Soldaat_kwam_uit_de_oorlog,NLB073393_01,NLB073393_01_01,25,36,11,17,21,5,"1","melodic","ann3","length"
Soldaat_kwam_uit_de_oorlog,NLB073393_01,NLB073393_01_02,85,96,11,60,65,6,"1","melodic","ann3","length"
Soldaat_kwam_uit_de_oorlog,NLB073393_01,NLB073393_01_03,55,66,11,38,43,6,"1","melodic","ann3","length"
Kom_laat_ons_nu_zo_stil_niet_zijn_1,NLB073404_01,NLB073404_01_00,23,53/2,7/2,18,19,2,"1:ed","melodic","ann2","length"
Kom_laat_ons_nu_zo_stil_niet_zijn_1,NLB073404_01,NLB073404_01_01,3,7,4,3,4,2,"1:ed","melodic","ann2","length"
Kom_laat_ons_nu_zo_stil_niet_zijn_1,NLB073404_01,NLB073404_01_02,61,68,7,51,54,4,"4:abcisd","melodic","ann2","length"
Daar_reed_een_jonkheer_1,NLB073426_01,NLB073426_01_00,1/2,5,9/2,1,4,4,"1:gfed","melodic line","ann1",""
Daar_reed_een_jonkheer_1,NLB073426_01,NLB073426_01_01,31/2,19,7/2,24,27,4,"1:gfed","melodic line","ann1","pr"
Daar_reed_een_jonkheer_1,NLB073426_01,NLB073426_01_02,13/2,17/2,2,7,10,4,"2:aaaa","repeating notes, rhythmic","ann1",""
Daar_was_laatstmaal_een_ruiter_2,NLB073483_01,NLB073483_01_00,1/2,2,3/2,1,2,2,"1:dg","interval up","ann1","length"
Daar_was_laatstmaal_een_ruiter_2,NLB073483_01,NLB073483_01_01,17/2,10,3/2,10,11,2,"1:dg","interval up","ann1","pr"
Daar_was_laatstmaal_een_ruiter_2,NLB073483_01,NLB073483_01_02,5,8,3,8,9,2,"2:gd","interval down","ann1","length"
Daar_was_laatstmaal_een_ruiter_2,NLB073483_01,NLB073483_01_03,13,16,3,18,19,2,"2:gd","interval down","ann1","pr"
Daar_was_laatstmaal_een_ruiter_2,NLB073483_01,NLB073483_01_04,17,19,2,21,24,4,"3:bbbb","repeating notes","ann1",""
Daar_was_laatstmaal_een_ruiter_2,NLB073483_01,NLB073483_01_05,21,49/2,7/2,27,31,5,"4:ddcba","melodic","ann1","length"
Het_was_op_een_driekoningenavond_1,NLB073486_01,NLB073486_01_00,18,21,3,22,27,6,"2:eedcba","melodic","ann3","length"
Het_was_op_een_driekoningenavond_1,NLB073486_01,NLB073486_01_01,21,24,3,28,30,3,"3:gbd","melodic","ann3",""
Het_was_laatst_op_een_zomerdag,NLB073516_01,NLB073516_01_00,7/2,13/2,3,7,12,6,"1:eddedd","rhythmic, repetition","ann1",""
Het_was_laatst_op_een_zomerdag,NLB073516_01,NLB073516_01_01,8,12,4,16,21,6,"2:dedcb","melodic figure","ann1","length"
Het_was_laatst_op_een_zomerdag,NLB073516_01,NLB073516_01_02,25/2,37/2,6,23,30,8,"3:defisggaab","melodic:ascending line","ann1","length"
Kom_laat_ons_nu_zo_stil_niet_zijn_1,NLB073562_01,NLB073562_01_00,23/2,27/2,2,23,24,2,"1:ed","melodic","ann2","length"
Kom_laat_ons_nu_zo_stil_niet_zijn_1,NLB073562_01,NLB073562_01_01,3/2,7/2,2,3,4,2,"1:ed","melodic","ann2","length"
Kom_laat_ons_nu_zo_stil_niet_zijn_1,NLB073562_01,NLB073562_01_02,15/2,19/2,2,15,17,3,"2:cba","melodic","ann2","length"
Kom_laat_ons_nu_zo_stil_niet_zijn_1,NLB073562_01,NLB073562_01_03,35/2,39/2,2,36,38,3,"2:cba","melodic","ann2","length"
Kom_laat_ons_nu_zo_stil_niet_zijn_1,NLB073562_01,NLB073562_01_04,89/4,93/4,1,45,46,2,"3:dg","jump (fifth)","ann2","length"
Kom_laat_ons_nu_zo_stil_niet_zijn_1,NLB073562_01,NLB073562_01_05,26,27,1,54,55,2,"3:dg","jump (fifth)","ann2","length"
Kom_laat_ons_nu_zo_stil_niet_zijn_1,NLB073562_01,NLB073562_01_06,69/2,38,7/2,72,75,4,"4:abcisd","melodic","ann2","length"
Daar_ging_een_heer_1,NLB073588_01,NLB073588_01_00,6,12,6,8,15,8,"1:8884.8884.","rhytmic","ann1","cons"
Daar_ging_een_heer_1,NLB073588_01,NLB073588_01_01,0,6,6,0,7,8,"1:8884.8884.","rhytmic","ann2","length"
Daar_ging_een_heer_1,NLB073588_01,NLB073588_01_02,33/2,18,3/2,25,27,3,"3:bag","rhytmic+melodic","ann2","length"
Daar_ging_een_heer_1,NLB073588_01,NLB073588_01_03,39/2,85/4,7/4,32,33,2,"4:ag","rhymic+melodic","ann2","length"
Daar_ging_een_heer_1,NLB073588_01,NLB073588_01_04,45/2,24,3/2,39,40,2,"5:gd","rhytmic+melodic","ann2","length"
Zolang_de_boom_zal_bloeien_1,NLB073626_01,NLB073626_01_00,0,3,3,0,4,5,"1:dbdg","melodic","ann3","length"
Zolang_de_boom_zal_bloeien_1,NLB073626_01,NLB073626_01_01,12,29/2,5/2,16,20,5,"1:dbdg","melodic","ann3","length"
Zolang_de_boom_zal_bloeien_1,NLB073626_01,NLB073626_01_02,24,53/2,5/2,34,38,5,"1:dbdg","melodic","ann3","length"
Zolang_de_boom_zal_bloeien_1,NLB073626_01,NLB073626_01_03,7/2,6,5/2,6,7,2,"2:fise","jump","ann3",""
Zolang_de_boom_zal_bloeien_1,NLB073626_01,NLB073626_01_04,15/2,12,9/2,12,15,4,"3:gfised","melodic","ann3",""
Zolang_de_boom_zal_bloeien_1,NLB073626_01,NLB073626_01_05,15,18,3,22,25,4,"4:bage","melodic","ann3",""
Zolang_de_boom_zal_bloeien_1,NLB073626_01,NLB073626_01_06,27,30,3,40,43,4,"4:bage","melodic","ann3",""
Zolang_de_boom_zal_bloeien_1,NLB073626_01,NLB073626_01_07,18,24,6,26,33,8,"5:edefisg","melodic","ann3","length"
Zolang_de_boom_zal_bloeien_1,NLB073626_01,NLB073626_01_08,30,36,6,44,51,8,"5:edefisg","melodic","ann3","length"
Daar_was_laatstmaal_een_ruiter_2,NLB073628_01,NLB073628_01_00,0,3/2,3/2,0,1,2,"1:dg","interval up","ann1","length"
Daar_was_laatstmaal_een_ruiter_2,NLB073628_01,NLB073628_01_01,8,19/2,3/2,10,11,2,"1:dg","interval up","ann1","pr"
Daar_was_laatstmaal_een_ruiter_2,NLB073628_01,NLB073628_01_02,9/2,7,5/2,6,7,2,"2:gd","interval down","ann1","length"
Daar_was_laatstmaal_een_ruiter_2,NLB073628_01,NLB073628_01_03,25/2,31/2,3,15,16,2,"2:gd","interval down","ann1","pr"
Daar_was_laatstmaal_een_ruiter_2,NLB073628_01,NLB073628_01_04,33/2,37/2,2,18,21,4,"3:bbbb","repeating notes","ann1",""
Daar_was_laatstmaal_een_ruiter_2,NLB073628_01,NLB073628_01_05,65/2,69/2,2,43,46,4,"3:bbbb","repeating notes","ann1","pr"
Daar_was_laatstmaal_een_ruiter_2,NLB073628_01,NLB073628_01_06,41/2,24,7/2,24,28,5,"4:ddcba","melodic","ann1","length"
Daar_was_laatstmaal_een_ruiter_2,NLB073628_01,NLB073628_01_07,73/2,40,7/2,49,53,5,"4:ddcba","melodic","ann1","pr"
Daar_was_laatstmaal_een_ruiter_2,NLB073639_01,NLB073639_01_00,0,3/2,3/2,0,1,2,"1:dg","interval up","ann1","length"
Daar_was_laatstmaal_een_ruiter_2,NLB073639_01,NLB073639_01_01,8,9,1,7,8,2,"1:dg","interval up","ann1","pr"
Daar_was_laatstmaal_een_ruiter_2,NLB073639_01,NLB073639_01_02,9/2,8,7/2,5,6,2,"2:gd","interval down","ann1","length"
Daar_was_laatstmaal_een_ruiter_2,NLB073639_01,NLB073639_01_03,25/2,16,7/2,14,15,2,"2:gd","interval down","ann1","pr"
